X,text
342,ZerchBlog How we leveraged the power of locationaware techn
343,Pathetic journalism – when media thought you can get STDs from ATMs Another attempt to malign Demonetization
344,"New trick by IndiaToday to scare people

aroonpurie Before demonetization ATMs cleaned by Dettol

STD by ATM Where is…"
345,Do you think Narendra Modis Demonetization will serve its intended purpose
346,Delhiites least affected by demonetization amp long queues at ATMs They are doing online transactions with free wifi…
347,Indirect way of losing job due to demonetization
348,airtelindia takes a bite of the governemnt big demonetization pie becomes first paymentbank to go live…
349,Ts is exactly what Pappu amp opposition has done to themselves by opposing Demonetization Now none can stop Modi ban…
350,Waiting in line is only one way poor people will be hurt by Demonetization To know full impact we need to answers to many questions
351,Man ends life over fund shortage ahead of daughter’s wedding in GujaratDemonetization
352,MamataOfficial After Demonetization max amount was deposited in JanDhanAccount in WB What is the matter How u brought so much prosperity
353,PM asks for opinion on demonetization via official NarendraModi app
354,Interesting results from narendramodi APP poll on DeMonetizationIt is still openPlease participate
355,Bet she has a hand in thisDeMonetisation demonetization
356,GovernerOfIndia Mug of water from ocean is representative of the ocean demonetization
357,DeMonetization AAP protests by marching Against Govts move over DeMonetization amp he is also detained as he TriedMarch…
358,We are with you prime minister sir in fact whole country is with youjai hind Demonetization
359,Interesting But not a surprise I guess Need to check data in retrospection i guess Demonetization BlackMoney ht…
360,cashlessindia effect of demonetization this is indeed a smart move
361,"When Airtel deducts ur Rs u go mad at them

Kejri amp Mamta has lost thousands of crores and u want then to keep calm edUAUBDedUBUBedUAUBDedUBUedUAUBDedUBUB
Demonetization"
362,I wonder why any politician not making any noise against Demonetization in southern India
363,Tackling DemonetizationNew Steps to Help Citizens Fight the Cash Crunch
364,"Todays DeshKiBaat Debate Panelist on Demonetization
Watch tonight pm 
All Etv Hindi Channels"
365,people supported Modi Jis idea Its like taking a mug out of ocean ofbillion Demonetization
366,"After Demonetization Centre to bring in a Mental Bankruptcy bill in Parliament Sources
UUAUAUEUUUUU"
367,"Open message of Indian Child to Prime Minister Modi
NarendraModi Demonetization Demonetisation"
368,On IndiaToday at pm DeMonetization
369,I have also conducted one survey on My Son App wherein my family have to vote for me I gotin a sample size ofDemonetization
370,Watch Somebody made a spoof video on demonetization with AeDilHaiMushkil trailer and its hilarious
371,"Lets not support this Bharath Bandh called by anti nationals
Demonetization iSupportModi"
372,quizderek MamataOfficial stop ur childsh actsIndians supprt modidemonetizationu may b havin blak money dats y opposng policy
373,ChandrusWeb true theyre helping demonetization
374,"Oversupport demonetizationPM Modi thanks people for historic participation
narendramodi ji ki jay ho"
375,"RakhiSawant Support demonetization of Currency By PMModi 

VIDEOUC"
376,MODIG harming his popularity reputation by working under directions of FM who hell bent on destruction of MODIG in full by demonetization
377,"TrumpPolls are rigged
ModiI knowhence I make my own
Prepare for some jaw dropping oneupmanship in next few years
Demonetization"
378,narendramodi we elected utaking bold decisions in national interest Bigger cry against demonetization means bigger lo…
379,"Demonetization
All colorsedUAUBDedUBU agree in darknessFrancis Bacon"
380,"Now most ladies will have to change their bra sizes from B to D to accommodateRs Notes pD
Demonetization"
381,"Bad thing is
The position of Worthless Unpaid Hubbies surviving on wifes money remains same aftr demonetization amp r free to…"
382,A Round Table on Long amp Short Term Impact of Demonetization on Indian Economy amp GDP organized by BWBusinessworld …
383,Tax Compliance is a big issuesurjitbhalla at the Round Table on Long amp Short Term Impact of Demonetization on…
384,On demonetization I know nothing My confession on livemint amp MintOnSunday SocialMedia EchoChamber India
385,"BreakingNews Demonetization
Dear friends
IRRESPONSIBLE Mamatha Banerjee is planing for BHARATH BANDH on"
386,Not fair at all seems Demonetization wave have claimed the rest
387,"After Demonetization Centre to bring in a Mental Bankruptcy bill in Parliament Sources
UUAUAUEUUUUU"
388,RT if you support Demonetization and Favorite if you are against it BlackMoney
389,"Demonetization – How does it impact the common man 
Read our views here"
390,Your sister and her husband when ur father gives u all his assetsdemonetization
391,Watching yrdeshmukh sir in a debate with manakgupta on News on DemonetizationedUAUBDedUBUC
392,The effect of Demonetization
393,I think the real beneficiary of Demonetization in India is PayTM it solved the problem of sellers and buyers many ppl near me use Paytm
394,Reddy’s lavish wedding earns him IT notice now Congress leader hosts similar wedding
395,ajaymaken DelhiPCC sorry bro but we support demonetization
396,people support narendramodis Demonetization on Modi App amp insist decision should not be back
397,"There is pain There is sufferingInflicted by demonetization
Time to show gratitude empathy not to be dismissive 
I salute public"
398,Think slavesthink Demonetization
399,Atlast What I was waiting for Rats r out when confronted truth that Coop banks not exempted PMOIndia…
400,All crooks protesting Demonetization BlackMoney
401,What I want to see is investigative journalism governance of money trail afterday DeMonetization is over amp where India failed as well
402,America has the technology to go cashless but nobody trusts it enough demonetization…
403,OPPOSITE PARTY JITNE TAKAT demonetization ko rok ne me lag rhi he itni takat help me kar dte to use achha hota
404,So whats the problem if offline cash is getting online it is now traceable amp taxable and this is all about…
405,Think slavesthink Demonetization
406,"Its KARMA
 BlackMoney demonetization EkSacchaKadam NoRollBackOfDeMonetization"
407,When life givesorreasons to struggle show the world that you havereasons to SMILEdemonetization
408,But Modi amp Chamchas told Terrorism wiped off after Demonetization
409,Absolutely hilarious corrupt protesting in the name of poor against Demonetization
410,"DeMonetization survey results afterhours
Lacs opinions
Amazing responseamp Commitment in fight against Blackmon…"
411,sacrificing to cleanseBenefits of Demonetization should reach the common man in same ratio
412,Who put demon in Demonetization
413,Dear PMOIndia CREDAI supports your Demonetization drive amp we are geared up for a smoother transition towards a tran…
414,"Thanks for support
 YouthWithBJP
UUEUUUAUBUUEUAUEUFUUUBU
demonetization"
415,ArvindKejriwal deserves a tight slap on his facedemonetization BlackMoney KejriPappuDidiTypes UUEUUUAUBUUEUAUEUFUUUBU…
416,That why MamataOfficial is leading agitation against demonetization sardanarohit msisodia YogendraYadav…
417,Survey gives overwhelming support to demonetization One question should hv been added that whom did you vote in theLoksabha el
418,Demonetization The villagers apparently are caught in intriguing wrath from both the Army and militants
419,DeMonetization is certainly hurting Lord ArvindKejriwal Behen Bagwati OfficeOfRG and MamtaOfficiaI a LOT
420,"day namovolunteers had meeting with malviyamit over demonetization decidedexpose opposition by
UUEUUUAUBUUEUAUEUFUUUBU…"
421,The only credible death demonetization has caused seems to be of ArvindKejriwals political career D
422,Incase you were wondering this is what went isnide Vijay Shekhar Sharmas Paytm a day after demonetization
423,A whoppingof people surveyed say the inconvenience caused by DeMonetization is worth the effort as per a
424,Fate of demonetization debate in Rajya Sabha is the most stark proof of the oppositions propaganda against govts move hav…
